State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
NJ,34,5790,Garwood Borough School District,"4,388",590,32
NJ,34,5820,Gateway Regional School District,"12,788",933,62
NJ,34,5850,Gibbsboro Borough School District,"2,245",222,15
NJ,34,5880,Glassboro Borough School District,"18,763","2,293",248
NJ,34,5940,Glen Ridge Borough School District,"7,653","1,816",140
NJ,34,5970,Glen Rock Borough School District,"11,928","2,652",32
NJ,34,6000,Gloucester City School District,"11,295","1,900",368
NJ,34,6030,Gloucester Township School District,"63,776","7,175",705
NJ,34,8,Great Meadows Regional School District,"8,332","1,266",90
NJ,34,6060,Greater Egg Harbor Regional School District,"71,191","3,911",346
NJ,34,6120,Green Brook Township School District,"7,294","1,316",61
NJ,34,6090,Green Township School District,"3,410",606,27
NJ,34,6150,Greenwich Township School District,763,84,8
NJ,34,6180,Greenwich Township School District,"4,956",693,48
NJ,34,6210,Greenwich Township School District,"5,527","1,215",49
NJ,34,6240,Guttenberg Town School District,"11,866","1,607",340
NJ,34,6270,Hackensack City School District,"44,312","5,025",607
NJ,34,6300,Hackettstown Town School District,"9,416","1,138",92
NJ,34,6330,Haddon Heights Borough School District,"7,364","1,142",54
NJ,34,6360,Haddon Township School District,"14,486","2,126",107
NJ,34,6390,Haddonfield Borough School District,"11,455","2,305",42
NJ,34,6420,Hainesport Township School District,"6,080",733,50
NJ,34,6450,Haledon Borough School District,"8,326","1,029",199
NJ,34,6480,Hamburg Borough School District,"3,137",248,24
NJ,34,6510,Hamilton Township School District,"25,454","2,769",303
NJ,34,6540,Hamilton Township School District,"88,423","13,186","1,307"
NJ,34,6570,Hammonton Town School District,"14,187","2,202",201
NJ,34,6600,Hampton Borough School District,"1,343",117,10
NJ,34,6630,Hampton Township School District,"4,890",319,15
NJ,34,6660,Hanover Park Regional School District,"36,661","1,594",44
NJ,34,6690,Hanover Township School District,"13,706","1,393",46
NJ,34,6720,Harding Township School District,"3,796",671,23
NJ,34,6780,Hardyston Township School District,"7,710",640,37
NJ,34,6810,Harmony Township School District,"2,552",354,23
NJ,34,6840,Harrington Park Borough School District,"4,806",701,50
NJ,34,6870,Harrison Town School District,"14,350","1,996",415
NJ,34,6900,Harrison Township School District,"12,505","1,432",55
NJ,34,6930,Hasbrouck Heights Borough School District,"12,312","1,901",90
NJ,34,6960,Haworth Borough School District,"3,475",509,8
NJ,34,6990,Hawthorne Borough School District,"18,795","2,773",236
NJ,34,13680,Hazlet Township School District,"19,949","3,092",118
NJ,34,7050,Henry Hudson Regional School District,"9,230",460,26
NJ,34,7080,Hi-Nella Borough School District,858,110,19
NJ,34,7110,High Bridge Borough School District,"3,559",337,34
NJ,34,7140,High Point Regional School District,"21,120","1,053",55
NJ,34,7170,Highland Park Borough School District,"14,240","2,082",226
NJ,34,7200,Highlands Borough School District,"4,929",194,19
NJ,34,7230,Hillsborough Township School District,"39,387","7,043",209
NJ,34,7260,Hillsdale Borough School District,"10,489","1,404",39
NJ,34,7290,Hillside Township School District,"22,260","3,709",430
NJ,34,7320,Ho-Ho-Kus Borough School District,"4,206",903,14
NJ,34,7350,Hoboken City School District,"53,025","2,780",195
NJ,34,7380,Holland Township School District,"5,188",502,11
NJ,34,7410,Holmdel Township School District,"16,477","3,073",72
NJ,34,7440,Hopatcong Borough School District,"14,277","1,887",117
NJ,34,7470,Hope Township School District,"1,873",282,8
NJ,34,7500,Hopewell Township School District,"4,894",514,61
NJ,34,7530,Hopewell Valley Regional School District,"22,822","4,361",115
NJ,34,7560,Howell Township School District,"50,086","5,939",281
NJ,34,7590,Hunterdon Central Regional School District,"50,247","2,545",68
NJ,34,7650,Interlaken Borough School District,805,79,5
NJ,34,7680,Irvington Township School District,"54,873","9,159","2,188"
NJ,34,7710,Island Heights Borough School District,"1,728",137,4
NJ,34,7740,Jackson Township School District,"57,806","11,410",896
NJ,34,7770,Jamesburg Borough School District,"5,968",948,132
NJ,34,7800,Jefferson Township School District,"21,270","3,433",163
NJ,34,7830,Jersey City School District,"262,486","35,551","8,432"
NJ,34,34001,Joint Base McGuire-Dix-Lakehurst,"11,344","1,193",52
NJ,34,7860,Keansburg Borough School District,"9,904","1,445",315
NJ,34,7890,Kearny Town School District,"43,157","6,331","1,030"
NJ,34,7920,Kenilworth Borough School District,"8,211","1,315",167
NJ,34,7950,Keyport Borough School District,"7,088",847,96
NJ,34,7980,Kingsway Regional School District,"25,762","2,033",55
NJ,34,8010,Kingwood Township School District,"3,736",350,15
NJ,34,8040,Kinnelon Borough School District,"10,111","2,010",66
NJ,34,8060,Kittatinny Regional School District,"13,869","1,018",57
NJ,34,8070,Knowlton Township School District,"2,965",217,17
NJ,34,8100,Lacey Township School District,"29,111","5,239",353
NJ,34,8130,Lafayette Township School District,"2,374",232,8
NJ,34,15150,Lake Como Borough School District,"1,731",214,24
NJ,34,8160,Lakehurst Borough School District,"2,795",601,77
NJ,34,8190,Lakeland Regional School District,"23,343","1,254",40
NJ,34,8220,Lakewood Township School District,"97,729","24,403","6,701"
NJ,34,8280,Laurel Springs Borough School District,"1,879",297,23
NJ,34,8310,Lavallette Borough School District,"1,975",187,25
NJ,34,8340,Lawnside Borough School District,"2,907",491,71
NJ,34,8370,Lawrence Township School District,"3,140",648,167
NJ,34,8400,Lawrence Township School District,"33,442","4,532",276
NJ,34,8430,Lebanon Borough School District,"1,326",99,6
NJ,34,8460,Lebanon Township School District,"6,185",603,18
NJ,34,8490,Lenape Regional School District,"139,199","7,533",209
NJ,34,8500,Lenape Valley Regional School District,"14,570",707,56
NJ,34,8520,Leonia Borough School District,"9,212","1,521",100
NJ,34,8580,Lincoln Park Borough School District,"10,530","1,230",74
NJ,34,8610,Linden City School District,"42,038","6,547",784
NJ,34,8640,Lindenwold Borough School District,"17,375","2,274",487
NJ,34,8670,Linwood City School District,"6,809",796,54
NJ,34,8700,Little Egg Harbor Township School District,"21,118","1,667",273
NJ,34,8730,Little Falls Township School District,"14,430",926,72
NJ,34,8760,Little Ferry Borough School District,"10,956","1,427",128
NJ,34,8790,Little Silver Borough School District,"5,843",777,16
NJ,34,8820,Livingston Township School District,"29,949","6,084",202
NJ,34,790,Loch Arbour School District,191,27,3
NJ,34,8850,Lodi Borough School District,"24,812","3,504",374
NJ,34,8880,Logan Township School District,"6,105","1,136",42
NJ,34,8910,Long Beach Island School District,"6,661",251,14
NJ,34,8940,Long Branch City School District,"30,154","3,809",731
NJ,34,12660,Long Hill Township School District,"8,711","1,022",42
NJ,34,8671,Longport Borough School District,860,80,3
NJ,34,9000,Lopatcong Township School District,"7,805","1,133",40
NJ,34,9030,Lower Alloways Creek Township School District,"1,684",257,23
NJ,34,9090,Lower Cape May Regional School District,"26,042","1,659",195
NJ,34,9150,Lower Township School District,"21,662","1,442",234
NJ,34,9180,Lumberton Township School District,"12,449","1,595",162
NJ,34,9210,Lyndhurst Township School District,"21,166","2,652",175
NJ,34,9240,Madison Borough School District,"15,715","2,429",83
NJ,34,9300,Magnolia Borough School District,"4,293",423,53
NJ,34,9330,Mahwah Township School District,"26,658","3,870",151
NJ,34,9360,Mainland Regional School District,"25,365","1,501",79
NJ,34,9390,Manalapan-Englishtown Regional School District,"40,054","4,661",152
NJ,34,9420,Manasquan Borough School District,"5,794",944,31
NJ,34,9450,Manchester Township School District,"45,344","3,548",292
NJ,34,9480,Mannington Township School District,"1,688",200,29
NJ,34,9510,Mansfield Township School District,"8,512",649,18
NJ,34,9540,Mansfield Township School District,"7,466",570,46
NJ,34,9600,Mantua Township School District,"15,438","1,326",54
NJ,34,9630,Manville Borough School District,"10,519","1,259",161
NJ,34,9660,Maple Shade Township School District,"19,000","2,115",197
NJ,34,9690,Margate City School District,"6,103",612,29
NJ,34,9720,Marlboro Township School District,"39,327","5,537",145
NJ,34,9750,Matawan-Aberdeen Regional School District,"26,479","3,745",238
NJ,34,9780,Maurice River Township School District,"7,298",550,63
NJ,34,9810,Maywood Borough School District,"9,835","1,370",54
NJ,34,9840,Medford Lakes Borough School District,"4,121",513,8
NJ,34,9870,Medford Township School District,"22,829","2,884",71
NJ,34,9900,Mendham Borough School District,"4,987",637,13
NJ,34,9930,Mendham Township School District,"5,871",865,15
NJ,34,9960,Merchantville Borough School District,"3,728",539,58
NJ,34,9990,Metuchen Borough School District,"13,837","2,343",74
NJ,34,10020,Middle Township School District,"17,905","2,597",371
NJ,34,10050,Middlesex Borough School District,"13,887","2,247",266
NJ,34,10110,Middletown Township School District,"65,293","10,685",317
NJ,34,10140,Midland Park Borough School District,"7,369","1,283",29
NJ,34,10170,Milford Borough School District,"1,203",88,4
NJ,34,10200,Millburn Township School District,"20,530","5,105",277
NJ,34,10230,Millstone Township School District,"10,471","2,225",77
NJ,34,10290,Milltown Borough School District,"7,020","1,074",51
NJ,34,10320,Millville City School District,"27,137","5,247","1,097"
NJ,34,10350,Mine Hill Township School District,"3,645",536,50
NJ,34,10380,Monmouth Beach Borough School District,"3,226",304,9
NJ,34,10440,Monmouth Regional School District,"31,171","1,266",76
NJ,34,10470,Monroe Township School District,"36,469","6,286",430
NJ,34,10500,Monroe Township School District,"39,929","5,591",213
NJ,34,10530,Montague Township School District,"3,648",492,33
NJ,34,10560,Montclair Town School District,"38,399","7,184",449
NJ,34,10590,Montgomery Township School District,"23,324","5,234",180
NJ,34,10620,Montvale Borough School District,"8,079","1,074",27
NJ,34,10650,Montville Township School District,"21,489","3,861",160
NJ,34,10680,Moonachie Borough School District,"2,771",368,41
NJ,34,10710,Moorestown Township School District,"20,591","4,158",107
NJ,34,10740,Morris Hills Regional School District,"53,746","2,802",140
NJ,34,10770,Morris Plains Borough School District,"5,527",879,29
NJ,34,10810,Morris Township School District,"40,725","5,055",512
NJ,34,10860,Mount Arlington Borough School District,"5,034",576,39
NJ,34,10890,Mount Ephraim Borough School District,"4,610",641,82
NJ,34,10920,Mount Holly Township School District,"9,479",934,118
NJ,34,10950,Mount Laurel Township School District,"41,548","4,143",153
NJ,34,10980,Mount Olive Township School District,"28,161","4,832",251
NJ,34,11010,Mountain Lakes Borough School District,"4,158","1,079",21
NJ,34,11040,Mountainside Borough School District,"6,903","1,172",50
NJ,34,11070,Mullica Township School District,"5,904",610,59
NJ,34,11100,National Park Borough School District,"3,065",236,23
NJ,34,11130,Neptune City School District,"4,724",553,61
NJ,34,11160,Neptune Township School District,"27,478","3,712",453
NJ,34,11190,Netcong Borough School District,"3,229",244,39
NJ,34,11220,New Brunswick City School District,"55,507","7,447","2,245"
NJ,34,11250,New Hanover Township School District,"1,490",248,26
NJ,34,11280,New Milford Borough School District,"16,833","2,444",113
NJ,34,11310,New Providence Borough School District,"12,660","2,436",48
NJ,34,11340,Newark City School District,"282,283","48,443","13,152"
NJ,34,11370,Newfield Elementary School District,"1,602",267,16
NJ,34,11400,Newton Town School District,"7,665",924,114
NJ,34,11430,North Arlington Borough School District,"15,856","1,845",110
NJ,34,11460,North Bergen Township School District,"64,430","9,425","1,894"
NJ,34,11490,North Brunswick Township School District,"42,189","6,398",746
NJ,34,11520,North Caldwell Borough School District,"6,294",690,42
NJ,34,11550,North Haledon Borough School District,"8,426",815,61
NJ,34,11580,North Hanover Township School District,"4,698",377,30
NJ,34,11610,North Hunterdon-Voorhees Regional School District,"49,867","2,483",57
NJ,34,11640,North Plainfield Borough School District,"22,131","3,294",463
NJ,34,9550,North Warren Regional School District,"12,519","1,016",42
NJ,34,11670,North Wildwood City School District,"3,829",325,60
NJ,34,11700,Northern Burlington Regional School District,"24,183","1,578",84
NJ,34,11730,Northern Highlands Regional School District,"15,107","1,126",24
NJ,34,11760,Northern Valley Regional School District,"38,570","2,815",68
NJ,34,11790,Northfield City School District,"8,189",942,104
NJ,34,11820,Northvale Borough School District,"4,753",572,27
NJ,34,11850,Norwood Borough School District,"5,904",699,23
NJ,34,11880,Nutley Town School District,"28,927","4,230",205
NJ,34,11910,Oakland Borough School District,"13,135","1,743",39
NJ,34,11940,Oaklyn Borough School District,"3,982",520,44
NJ,34,11970,Ocean City School District,"11,074","1,142",120
NJ,34,12030,Ocean Gate Borough School District,"2,109",177,36
NJ,34,12060,Ocean Township School District,"26,793","4,055",290
NJ,34,12090,Ocean Township School District,"8,775","1,069",123
NJ,34,12120,Oceanport Borough School District,"7,163",677,19
NJ,34,12150,Ogdensburg Borough School District,"2,288",239,13
NJ,34,9270,Old Bridge Township School District,"66,623","10,814",741
NJ,34,12180,Old Tappan Borough School District,"5,924",854,28
NJ,34,12210,Oldmans Township School District,"1,682",259,28
NJ,34,12240,Oradell Borough School District,"8,217",838,14
NJ,34,12270,Orange City Township School District,"30,953","5,076","1,160"
NJ,34,12300,Oxford Township School District,"2,441",360,22
NJ,34,12360,Palisades Park Borough School District,"20,175","1,890",281
NJ,34,12390,Palmyra Borough School District,"7,322",852,79
NJ,34,12420,Paramus Borough School District,"27,131","4,411",170
NJ,34,12450,Park Ridge Borough School District,"8,915","1,501",33
NJ,34,12480,Parsippany-Troy Hills Township School District,"53,134","6,938",346
NJ,34,12510,Pascack Valley Regional School District,"34,402","2,236",42
NJ,34,12540,Passaic City School District,"69,783","14,216","3,429"
NJ,34,12600,Passaic County Manchester Regional School District,"22,616","1,225",181
NJ,34,12570,Passaic Valley Regional School District,"37,066","1,408",125
NJ,34,12690,Paterson City School District,"146,251","27,458","8,119"
NJ,34,12720,Paulsboro Borough School District,"6,155","1,112",220
NJ,34,12810,Pemberton Township School District,"27,344","4,147",480
NJ,34,12840,Penns Grove-Carneys Point Regional School District,"12,449","1,968",474
NJ,34,12870,Pennsauken Township School District,"35,509","5,922","1,024"
NJ,34,9120,Pennsville Township School District,"12,673","1,876",207
NJ,34,12900,Pequannock Township School District,"15,524","2,303",106
NJ,34,12930,Perth Amboy City School District,"51,766","9,588","2,468"
NJ,34,12960,Phillipsburg Town School District,"14,486","2,177",508
NJ,34,12990,Pine Hill Borough School District,"10,087","1,531",235
NJ,34,13020,Pine Valley Borough School District,12,2,0
NJ,34,13000,Pinelands Regional School District,"27,781","2,120",184
NJ,34,13050,Piscataway Township School District,"57,066","7,736",649
NJ,34,13080,Pitman Borough School District,"9,099","1,402",140
NJ,34,13110,Pittsgrove Township School District,"10,183","1,662",160
NJ,34,13140,Plainfield City School District,"51,389","8,577","1,775"
